question_number,question_text,question_category,year,source,sub_category
97,"Consider the following items: 1. Cereal grains hulled 2. Chicken eggs cooked 3. Fish processed and canned 4. Newspapers containing advertising material Which of the above items is/are exempted under GST (Goods and Services Tax)? (a) 1 only (b) 2 and 3 only (c) 1, 2 and 4 only (d) 1, 2, 3 and 4",Economics,2018,,
98,"Consider the following statements: 1. The definition of “Critical Wildlife Habitat” is incorporated in the Forest Rights Act, 2006. 2. For the first time in India, Baigas have been given Habitat Rights. 3. Union Ministry of Environment, Forest and Climate Change officially decides and declares Habitat Rights for Primitive and Vulnerable Tribal Groups in any part of India. Which of the statements given above is/are correct? (a) 1 and 2 only (b) 2 and 3 only (c) 3 only (d) 1, 2 and 3",Environment and Ecology,2018,,
99,"Consider the following: 1. Birds 2. Dust blowing 3. Rain 4. Wind blowing Which of the above spread plant diseases? (a) 1 and 3 only (b) 3 and 4 only (c) 1, 2 and 4 only (d) 1, 2, 3 and 4",Environment and Ecology,2018,,
100,"With reference to organic farming in India, consider the following statements: 1. The ‘National Programme for Organic Production’ (NPOP) is operated under the guidelines and directions of the Union Ministry of Rural Development. 2. The ‘Agricultural and Processed Food Products Export Development Authority’ (APEDA) functions as the Secretariat for the implementation of NPOP. 3. Sikkim has become India’s first fully organic State. Which of the statements given above is/are correct? (a) 1 and 2 only (b) 2 and 3 only (c) 3 only (d) 1, 2 and 3",Agriculture,2018,,
1,"With reference to the Parliament of India, consider the following statements: 1. A private member’s bill is a bill presented by a Member of Parliament who is not elected but only nominated by the President of India. 2. Recently, a private member’s bill has been passed in the Parliament of India for the first time in its history. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2",Polity,2017,,
2,"With reference to the difference between the culture of Rigvedic Aryans and Indus Valley people, which of the following statements is/are correct? 1. Rigvedic Aryans used the coat of mail and helmet in warfare whereas the people of Indus Valley Civilization did not leave any evidence of using them. 2. Rigvedic Aryans knew gold, silver and copper whereas Indus Valley people knew only copper and iron. 3. Rigvedic Aryans had domesticated the horse whereas there is no evidence of Indus Valley people having been aware of this animal. Select the correct answer using the code given below: (a) 1 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3",History,2017,,
3,‘Recognition of Prior Learning Scheme’ is sometimes mentioned in the news with reference to (a) Certifying the skills acquired by construction workers through traditional channels. (b) Enrolling the persons in Universities for distance learning programmes. (c) Recognizing some skilled jobs to rural and urban poor in some public sector undertakings. (d) Certifying the skills acquired by trainees under the National Skill Development Programme.,Others,2017,,
4,"From the ecological point of view, which one of the following assumes importance in being a good link between the Eastern Ghats and the Western Ghats ? (a) Sathyamangalam Tiger Reserve (b) Nallamala Forest (c) Nagarhole National Park (d) Seshachalam Biosphere Reserve",Environment and Ecology,2017,,
5,One of the implications of equality in society is the absence of (a) Privileges (b) Restraints (c) Competition (d) Ideology,Polity,2017,,
6,Consider the following statements in respect of Trade Related Analysis of Fauna and Flora in Commerce (TRAFFIC) : 1. TRAFFIC is a bureau under United Nations Environment Programme (UNEP). 2. The mission of TRAFFIC is to ensure that trade in wild plants and animals is not a threat to the conservation of nature. Which of the above statements is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2,Environment and Ecology,2017,,
7,"Which principle among the following was added to the Directive Principles of State Policy by the 42nd Amendment to the Constitution ? (a) Equal pay for equal work for both men and women (b) Participation of workers in the management of industries (c) Right to work, education and public assistance (d) Securing living wage and human conditions of work to workers",Polity,2017,,
8,Which one of the following statements is correct ? (a) Rights are claims of the State against the citizens. (b) Rights are privileges which are incorporated in the Constitution of a State. (c) Rights are claims of the citizens against the State. (d) Rights are privileges of a few citizens against the many.,Polity,2017,,
9,Which of the following gives ‘Global Gender Gap Index’ ranking to the countries of the world ? (a) World Economic Forum (b) UN Human Rights Council (c) UN Women (d) World Health Organization,International Relations,2017,,
10,"Which of the following statements is/are correct regarding Smart India Hackathon 2017 ? 1. It is a centrally sponsored scheme for developing every city of our country into Smart Cities in a decade. 2. It is an initiative to identify new digital technology innovations for solving the many problems faced by our country. 3. It is a programme aimed at making all the financial transactions in our country completely digital in a decade. Select the correct answer using the code given below : (a) 1 and 3 only (b) 2 only (c) 2 and 3 only (d) 1, 2 and 3",Science and Technology,2017,,
11,Which of the following statements is/are correct regarding the Monetary Policy Committee (MPC) ? 1. It decides the RBI’s benchmark interest rates. 2. It is a 12-member body including the Governor of RBI and is reconstituted every year. 3. It functions under the chairmanship of the Union Finance Minister. Select the correct answer using the code given below : (a) 1 only (b) 1 and 2 only (c) 3 only (d) 2 and 3 only,Economics,2017,,
12,"With reference to Manipuri Sankirtana, consider the following statements : 1. It is a song and dance performance. 2. Cymbals are the only musical instruments used in the performance. 3. It is performed to narrate the life and deeds of Lord Krishna. Which of the statements given above are correct ? (a) 1, 2 and 3 (b) 1 and 3 only (c) 2 and 3 only (d) 1 only",Art and Culture,2017,,
13,"Who among the following was/were associated with the introduction of Ryotwari Settlement in India during the British rule ? 1. Lord Cornwallis 2. Alexander Read 3. Thomas Munro Select the correct answer using the code given below : (a) 1 only (b) 1 and 3 only (c) 2 and 3 only (d) 1, 2 and 3",History,2017,,
14,"In the context of solving pollution problems, what is/are the advantage/advantages of bioremediation technique ? 1. It is a technique for cleaning up pollution by enhancing the same biodegradation process that occurs in nature. 2. Any contaminant with heavy metals such as cadmium and lead can be readily and completely treated by bioremediation using microorganisms. 3. Genetic engineering can be used to create microorganisms specifically designed for bioremediation. Select the correct answer using the code given below: (a) 1 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3",Environment and Ecology,2017,,
15,The Trade Disputes Act of 1929 provided for (a) the participation of workers in the management of industries. (b) arbitrary powers to the management to quell industrial disputes. (c) an intervention by the British Court in the event of a trade dispute. (d) a system of tribunals and a ban on strikes.,History,2017,,
16,Local self-government can be best explained as an exercise in (a) Federalism (b) Democratic decentralisation (c) Administrative delegation (d) Direct democracy,Polity,2017,,
17,"Consider the following statements: With reference to the Constitution of India, the Directive Principles of State Policy constitute limitations upon 1. legislative function. 2. executive function. Which of the above statements is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2",Polity,2017,,
18,The term ‘Digital Single Market Strategy’ seen in the news refers to (a) ASEAN (b) BRICS (c) EU (d) G20,International Relations,2017,,
19,"At one of the places in India, if you stand on the seashore and watch the sea, you will find that the sea water recedes from the shore line a few kilometres and comes back to the shore, twice a day, and you can actually walk on the sea floor when the water recedes. This unique phenomenon is seen at (a) Bhavnagar (b) Bheemunipatnam (c) Chandipur (d) Nagapattinam",Geography,2017,,
